customer_id,email,first_name,last_name,age,gender,annual_income,customer_segment,marital_status,education,location_type,city,state,country,signup_date,last_login,preferred_channel,is_active
1096,heather08@example.com,Bryan,Barrett,42,F,67250,Mid Value,Married,Some College,Urban,West Angelaborough,Hawaii,USA,2024-08-09,2024-09-06,Mobile App,True
1097,vanessamendez@example.com,Christopher,Moore,39,M,84769,High Value,Single,Bachelor,Urban,North Charles,Washington,USA,2024-07-27,2024-08-17,Mobile App,True
1098,shannonharris@example.net,Cheryl,Hill,36,F,58322,Mid Value,Widowed,Bachelor,Urban,Wangville,Arizona,USA,2024-01-31,2024-02-23,Web,True
1099,phillipsstacy@example.net,Elizabeth,Lee,62,Other,75480,Mid Value,Married,Bachelor,Urban,Claymouth,Oklahoma,USA,2024-10-16,2024-11-06,Web,True
1100,richard19@example.com,Steven,Smith,60,F,57412,Mid Value,Widowed,Bachelor,Urban,West Carolynside,North Carolina,USA,2024-03-27,2024-04-18,Email,True
1101,davidroberts@example.net,Kelly,Howard,32,F,43819,Low Value,Widowed,Bachelor,Suburban,North Mario,Michigan,USA,2024-09-11,2024-10-09,Mobile App,True
1102,aaronsmith@example.org,Sara,Griffin,26,M,42267,Low Value,Single,High School,Urban,Herreratown,West Virginia,USA,2024-12-29,2025-01-09,Mobile App,True
1103,lopezbrianna@example.com,David,Morales,26,Other,43700,Low Value,Single,Some College,Suburban,Lindaview,Utah,USA,2024-12-30,2025-01-26,Web,True
1104,sarah33@example.org,Nicole,Maxwell,60,Other,65087,Mid Value,Widowed,High School,Suburban,Colemouth,Texas,USA,2023-07-20,2023-08-12,Web,True
1105,brendaperez@example.com,Glenn,Carrillo,48,M,81775,High Value,Divorced,Bachelor,Urban,North Vincentborough,Montana,USA,2024-10-05,2024-10-23,Mobile App,True
1106,pattersonamber@example.com,Alice,Nichols,29,Other,52708,Mid Value,Single,Bachelor,Urban,Andrewfort,Iowa,USA,2024-06-13,2024-06-28,Mobile App,False
1107,kristin29@example.org,Misty,Wilson,24,Other,25594,Low Value,Married,Bachelor,Suburban,Heatherville,Connecticut,USA,2023-10-27,2023-11-22,Mobile App,True
1108,mcgeestephanie@example.net,Samantha,Gonzalez,20,M,33878,Low Value,Married,Some College,Urban,Reyesstad,Michigan,USA,2023-04-18,2023-04-30,Web,True
1109,ghouston@example.com,Ralph,Walton,22,Other,40112,Low Value,Divorced,Some College,Urban,Joshuaborough,Oklahoma,USA,2024-07-12,2024-07-14,Mobile App,True
1110,colegarcia@example.org,Julia,Zhang,35,Other,64868,Mid Value,Divorced,Bachelor,Rural,Port Samantha,Missouri,USA,2023-06-26,2023-06-28,Web,True
1111,osoto@example.org,Mark,Scott,29,F,43013,Low Value,Married,Bachelor,Suburban,Whiteland,Alabama,USA,2024-01-09,2024-01-13,Web,True
1112,stephaniecarrillo@example.org,Susan,Campbell,27,F,46059,Low Value,Married,Bachelor,Urban,Acostaville,Ohio,USA,2023-01-27,2023-01-27,Mobile App,True
1113,iwoodward@example.com,Julia,Steele,20,M,39873,Low Value,Divorced,Some College,Rural,South Jeremy,Mississippi,USA,2023-08-17,2023-09-16,Mobile App,True
1114,aliwhitney@example.com,Tracy,Hernandez,73,F,75168,Mid Value,Widowed,Bachelor,Urban,West Erica,Delaware,USA,2023-07-18,2023-07-27,Email,True
1115,ricardoallen@example.net,Christopher,Marsh,22,F,29179,Low Value,Divorced,Bachelor,Suburban,Christopherport,Colorado,USA,2024-11-23,2024-11-24,Mobile App,True
1116,cookevictor@example.org,David,Meyers,21,F,35524,Low Value,Single,High School,Urban,Deanside,Kansas,USA,2024-07-17,2024-08-02,Email,True
1117,tmitchell@example.com,Jessica,Watkins,72,M,57343,Mid Value,Divorced,Some College,Suburban,South James,Hawaii,USA,2023-12-26,2024-01-12,Email,True
1118,martinthomas@example.com,William,Hughes,18,F,36758,Low Value,Widowed,High School,Suburban,Zacharyshire,New Hampshire,USA,2024-11-27,2024-12-16,Web,True
1119,johnsonsteven@example.com,Craig,Anderson,65,Other,78118,Mid Value,Widowed,Some College,Urban,West Crystal,North Dakota,USA,2024-06-28,2024-07-10,Web,True
1120,smithcaitlin@example.org,Sarah,Watkins,31,M,45576,Low Value,Divorced,Some College,Suburban,Lake Nicoleland,Wisconsin,USA,2023-08-13,2023-09-08,Mobile App,True
1121,phillip94@example.org,Jesse,Edwards,30,M,42258,Low Value,Married,Some College,Urban,Jacksonhaven,Iowa,USA,2024-08-14,2024-09-08,Email,True
1122,lisamills@example.com,Jill,Graham,46,M,76699,Mid Value,Married,Bachelor,Suburban,Stewartmouth,Florida,USA,2023-01-01,2023-01-16,Mobile App,True
1123,jamespatterson@example.com,Stephanie,Ramos,40,M,75348,Mid Value,Divorced,Some College,Rural,South Lauramouth,Idaho,USA,2023-06-18,2023-06-18,Mobile App,True
1124,gloverthomas@example.org,Scott,Gibson,37,Other,82289,High Value,Widowed,Bachelor,Suburban,North Michael,Virginia,USA,2024-05-04,2024-05-09,Mobile App,True
1125,kmcdaniel@example.net,Deborah,Schmidt,30,M,43516,Low Value,Divorced,Bachelor,Urban,Lawsonborough,South Carolina,USA,2024-01-22,2024-02-09,Email,True
1126,jensenjohn@example.com,Sandra,Buchanan,40,F,74583,Mid Value,Divorced,Bachelor,Suburban,Tiffanyville,Delaware,USA,2024-02-03,2024-02-09,Web,True
1127,racheldoyle@example.org,Nicholas,Jackson,38,Other,50000,Low Value,Divorced,Bachelor,Suburban,Rogersmouth,Nevada,USA,2024-09-01,2024-09-29,Web,True
1128,mcguirekelly@example.org,Kevin,Wilson,26,F,43846,Low Value,Divorced,Some College,Suburban,East Teresaton,Wisconsin,USA,2023-09-17,2023-10-17,Web,True
1129,deborahrogers@example.net,Kevin,Jones,39,M,69689,Mid Value,Divorced,High School,Urban,Sanchezshire,North Dakota,USA,2023-11-24,2023-12-09,Email,True
1130,catherinewillis@example.com,Dana,Castaneda,37,Other,60903,Mid Value,Divorced,Some College,Suburban,Hardinfurt,New Hampshire,USA,2023-08-16,2023-09-01,Mobile App,True
1131,bonillaconnie@example.com,Tasha,Mcclain,32,Other,41646,Low Value,Widowed,High School,Rural,Lake Brettborough,Texas,USA,2024-07-15,2024-07-25,Web,True
1132,heatherfrench@example.com,Nicholas,Roberts,36,M,63322,Mid Value,Single,Some College,Urban,East Andrew,Alaska,USA,2024-10-16,2024-10-26,Web,True
1133,travis56@example.org,Joshua,Perez,28,F,49326,Low Value,Divorced,Bachelor,Urban,Chaseville,Idaho,USA,2024-07-17,2024-07-18,Mobile App,True
1134,ashleybenson@example.net,Donna,Smith,36,Other,68126,Mid Value,Widowed,Some College,Rural,South Adam,New York,USA,2023-05-09,2023-05-12,Mobile App,True
1135,raymond55@example.net,Kimberly,Newman,21,F,20000,Low Value,Married,Some College,Rural,East Anntown,North Dakota,USA,2024-02-21,2024-02-27,Mobile App,True
1136,matthewjames@example.net,Rhonda,Anderson,52,Other,60000,Mid Value,Single,Bachelor,Suburban,Nelsonburgh,Missouri,USA,2024-08-22,2024-09-09,Email,True
1137,kevin19@example.net,Eric,Mejia,46,Other,80897,High Value,Widowed,Bachelor,Urban,Seanbury,Illinois,USA,2023-01-01,2023-01-18,Web,True
1138,mary49@example.org,Jerry,Benson,40,F,74576,Mid Value,Married,Bachelor,Rural,Leonardtown,Georgia,USA,2024-12-19,2025-01-02,Mobile App,True
1139,fitzpatrickchristina@example.org,Danielle,Parker,26,Other,35000,Low Value,Married,Bachelor,Suburban,Port Jasminetown,Hawaii,USA,2024-10-18,2024-11-14,Mobile App,True
1140,coopermichael@example.com,Kevin,Martinez,26,F,44376,Low Value,Divorced,Bachelor,Suburban,New Aaron,Wyoming,USA,2024-05-30,2024-05-30,Email,True
1141,beverly52@example.org,Jim,Myers,50,M,82106,High Value,Widowed,Some College,Urban,South Courtney,Kentucky,USA,2024-12-22,2024-12-27,Mobile App,True
1142,jherrera@example.com,Kathryn,Mueller,57,Other,91589,High Value,Married,Bachelor,Urban,Rubenmouth,Washington,USA,2023-08-25,2023-09-16,Web,True
1143,pgardner@example.com,Robert,Wyatt,27,M,45093,Low Value,Divorced,Some College,Urban,Lake Johnchester,Maine,USA,2023-09-01,2023-09-20,Mobile App,True
1144,jamesmichael@example.org,Denise,Brown,23,M,34893,Low Value,Widowed,Some College,Urban,Ericaburgh,New Mexico,USA,2023-11-24,2023-11-29,Mobile App,True
1145,fordtammie@example.com,Dean,Kaufman,34,F,71412,Mid Value,Single,Bachelor,Suburban,New Mary,New Mexico,USA,2024-07-20,2024-08-05,Email,True
1146,roy12@example.net,John,Case,29,M,35000,Low Value,Divorced,Some College,Urban,Dominguezchester,Missouri,USA,2024-07-17,2024-07-23,Mobile App,True
1147,leonardtammy@example.org,Amanda,Lloyd,31,F,52301,Mid Value,Single,Bachelor,Urban,Port Katieshire,New Hampshire,USA,2024-09-26,2024-10-20,Mobile App,True
1148,matthew95@example.com,William,Gross,41,Other,93230,High Value,Widowed,Some College,Suburban,East Sierraside,Ohio,USA,2024-02-23,2024-03-08,Email,True
1149,edgaredwards@example.com,Joshua,Brown,44,M,97624,High Value,Widowed,Some College,Suburban,New Christopherstad,South Dakota,USA,2023-01-29,2023-02-25,Web,True
1150,jonespatrick@example.net,Rachel,Baker,64,M,100000,High Value,Divorced,Some College,Rural,Gracefort,Alabama,USA,2023-06-09,2023-07-09,Web,True
1151,krystal41@example.com,William,Hanson,19,Other,20000,Low Value,Married,Some College,Urban,Nicholaschester,Arkansas,USA,2024-03-12,2024-03-30,Mobile App,False
1152,charleswatson@example.com,Michael,Garcia,68,Other,96214,High Value,Married,Some College,Urban,Royville,South Carolina,USA,2024-11-30,2024-12-27,Web,True
1153,martinluke@example.net,Beth,Rojas,73,F,68547,Mid Value,Widowed,Master,Urban,Krististad,Michigan,USA,2024-07-02,2024-07-12,Mobile App,True
1154,lisa51@example.com,Andres,Scott,24,F,34295,Low Value,Widowed,Some College,Urban,Lake Bernard,Mississippi,USA,2024-07-31,2024-08-25,Email,True
1155,xthompson@example.net,Danielle,Rodriguez,67,Other,71874,Mid Value,Widowed,Some College,Suburban,East Eddieview,Virginia,USA,2024-10-16,2024-10-31,Web,True
1156,wrivera@example.com,Vanessa,Hernandez,18,Other,29848,Low Value,Single,Some College,Urban,South Danielfurt,Wisconsin,USA,2024-06-29,2024-06-29,Web,True
1157,regina42@example.org,Andrew,Hall,67,F,64664,Mid Value,Divorced,Some College,Urban,Port Courtneystad,Arizona,USA,2024-05-30,2024-06-24,Web,True
1158,andrewscott@example.org,Kelly,Bailey,18,M,34559,Low Value,Divorced,High School,Rural,New Jesseburgh,Maine,USA,2023-10-21,2023-10-22,Mobile App,True
1159,spencer71@example.com,Elizabeth,Ortiz,50,Other,67242,Mid Value,Single,Bachelor,Urban,West Jesse,Wyoming,USA,2024-06-19,2024-07-02,Web,True
1160,jennifer36@example.org,Bailey,Gilmore,43,M,101258,High Value,Married,Some College,Urban,Lake Cynthiaport,Florida,USA,2024-03-23,2024-04-12,Web,True
1161,urobertson@example.com,Lisa,Matthews,55,F,83757,High Value,Divorced,Bachelor,Urban,Port Kellyfurt,Minnesota,USA,2023-11-16,2023-11-17,Mobile App,True
1162,williammiller@example.org,Tracy,Schultz,35,Other,58699,Mid Value,Single,Some College,Suburban,Sarahmouth,Louisiana,USA,2024-08-07,2024-09-05,Web,True
1163,kingheidi@example.org,Jared,Vasquez,32,Other,44687,Low Value,Single,Some College,Urban,South Ryan,Utah,USA,2023-12-23,2024-01-21,Mobile App,True
1164,luismurray@example.com,Daniel,Phillips,53,M,108857,High Value,Divorced,Some College,Urban,South Joshuahaven,Montana,USA,2023-05-24,2023-06-04,Mobile App,True
1165,jeffreysmith@example.net,Edward,Banks,34,M,64646,Mid Value,Divorced,Bachelor,Suburban,Paulstad,Oklahoma,USA,2023-12-24,2024-01-20,Mobile App,True
1166,martinknight@example.com,Sandra,Taylor,22,F,34740,Low Value,Widowed,Bachelor,Rural,Lake Kimberlyshire,Alaska,USA,2024-12-28,2025-01-19,Web,True
1167,kendra84@example.net,Emily,Johnson,33,Other,62690,Mid Value,Single,Bachelor,Urban,Grossmouth,Oklahoma,USA,2024-12-28,2025-01-05,Mobile App,True
1168,wrichards@example.com,Steven,Mcintosh,74,Other,82921,High Value,Married,Bachelor,Suburban,Coopershire,Arkansas,USA,2024-05-22,2024-06-17,Email,True
1169,hardingrebecca@example.com,Henry,Fox,31,Other,51784,Mid Value,Widowed,Bachelor,Urban,North Heatherbury,Indiana,USA,2024-08-01,2024-08-07,Mobile App,False
1170,hallelizabeth@example.com,Michael,Reyes,44,M,117729,High Value,Married,Master,Rural,Jaybury,New York,USA,2024-07-28,2024-08-25,Email,False
1171,kimberly69@example.com,Kristin,Park,74,M,70085,Mid Value,Divorced,Some College,Suburban,Lake Jason,Ohio,USA,2024-07-16,2024-07-17,Web,True
1172,sullivancharles@example.org,Kayla,Johnston,28,M,51679,Mid Value,Single,Master,Urban,South Terri,Hawaii,USA,2024-03-25,2024-03-29,Mobile App,True
1173,janefriedman@example.net,Thomas,Brown,26,M,48112,Low Value,Married,High School,Urban,Lewismouth,New Jersey,USA,2024-02-09,2024-03-05,Web,True
1174,dhoover@example.com,Sandra,Gill,68,F,90318,High Value,Divorced,Master,Suburban,Margaretmouth,Georgia,USA,2023-11-13,2023-11-24,Web,False
1175,goodwinapril@example.net,Crystal,Mcneil,25,F,28007,Low Value,Widowed,High School,Rural,Careyville,Minnesota,USA,2023-04-02,2023-04-05,Web,True
1176,margaret38@example.com,David,Lowe,22,F,37156,Low Value,Widowed,High School,Rural,North Christopherstad,Missouri,USA,2023-09-29,2023-10-01,Web,True
1177,pmorrison@example.org,Jonathan,Baldwin,32,F,46283,Low Value,Divorced,Some College,Suburban,West Jermaineland,Virginia,USA,2024-03-16,2024-04-15,Mobile App,True
1178,laurenwilliams@example.net,Gary,Tran,45,Other,89037,High Value,Divorced,Bachelor,Suburban,Amandaview,Pennsylvania,USA,2023-10-20,2023-10-28,Email,False
1179,starkjoseph@example.com,Marie,Gilmore,44,M,91376,High Value,Divorced,Bachelor,Rural,Kimton,New York,USA,2024-07-25,2024-08-13,Email,True
1180,whamilton@example.com,Christopher,Jones,45,F,93783,High Value,Married,High School,Urban,North Katelynchester,Connecticut,USA,2023-07-16,2023-08-04,Web,True
1181,tspencer@example.net,Carolyn,Jackson,27,M,46773,Low Value,Widowed,Some College,Urban,North Gloria,Ohio,USA,2024-03-02,2024-03-11,Mobile App,True
1182,johnflynn@example.org,Sean,Montes,24,F,33841,Low Value,Single,Some College,Suburban,New Sabrinaville,Rhode Island,USA,2023-06-24,2023-06-30,Mobile App,True
1183,michelleward@example.org,Jennifer,Farrell,28,F,57363,Mid Value,Married,Some College,Urban,Michaeltown,North Dakota,USA,2023-05-27,2023-06-22,Web,False
1184,sli@example.net,Cathy,Turner,34,Other,79854,Mid Value,Divorced,Master,Urban,West Christophertown,Delaware,USA,2023-01-10,2023-01-18,Mobile App,True
1185,ucox@example.org,Nicholas,Goodman,68,F,84450,High Value,Single,Bachelor,Rural,Lake Elizabethstad,South Carolina,USA,2024-01-12,2024-01-28,Web,True
1186,tferguson@example.net,Amanda,Acosta,35,F,65444,Mid Value,Married,Bachelor,Urban,South Mary,Indiana,USA,2023-06-04,2023-06-10,Web,True
1187,bpeterson@example.org,Natalie,Evans,46,Other,76661,Mid Value,Married,Bachelor,Urban,Port Ritaview,Washington,USA,2023-04-18,2023-04-22,Web,True
1188,robert78@example.net,Dominique,Proctor,21,Other,38470,Low Value,Widowed,Some College,Rural,Travisburgh,Wyoming,USA,2024-04-02,2024-04-16,Mobile App,True
1189,johnweaver@example.net,Christopher,Obrien,67,Other,84545,High Value,Divorced,Master,Suburban,New George,Iowa,USA,2024-08-17,2024-09-10,Email,True
1190,gpatterson@example.com,Molly,Hamilton,71,F,92749,High Value,Divorced,Bachelor,Suburban,East Angela,Missouri,USA,2024-08-11,2024-08-30,Mobile App,True
1191,pattersonjoseph@example.net,Kathryn,Jenkins,47,Other,80940,High Value,Widowed,Some College,Urban,Jamesmouth,West Virginia,USA,2023-06-10,2023-06-23,Email,True
1192,knightrachel@example.com,Travis,Simpson,41,F,86556,High Value,Married,Master,Urban,Port David,Mississippi,USA,2024-03-08,2024-04-01,Web,True
1193,kenneth69@example.net,Matthew,Knight,24,F,22253,Low Value,Widowed,High School,Suburban,East Jasmine,Montana,USA,2023-04-20,2023-05-09,Web,False
1194,rodriguezveronica@example.com,Francisco,Olson,26,M,45047,Low Value,Single,Master,Suburban,Murrayfort,New Jersey,USA,2023-07-13,2023-08-02,Web,True
1195,abeasley@example.net,Heather,Jones,60,M,86202,High Value,Married,Some College,Urban,North Michael,Arizona,USA,2024-07-07,2024-07-14,Web,True
1196,fbrown@example.org,Timothy,Huynh,34,Other,65335,Mid Value,Divorced,Master,Urban,Sarafurt,New Hampshire,USA,2024-12-10,2025-01-09,Web,True
1197,sarahmitchell@example.net,Autumn,Anderson,22,Other,36502,Low Value,Single,Bachelor,Suburban,Suzannechester,Utah,USA,2024-05-10,2024-05-21,Mobile App,True
1198,bnicholson@example.net,Sarah,Harris,26,F,46309,Low Value,Widowed,Master,Suburban,Blevinsside,Montana,USA,2024-11-20,2024-11-20,Mobile App,True
1199,martinezmelissa@example.net,Amanda,Barnett,48,M,94860,High Value,Widowed,Bachelor,Urban,North Larry,Montana,USA,2023-02-08,2023-03-09,Mobile App,True
1200,anorman@example.com,Leah,Choi,20,M,25326,Low Value,Married,Some College,Rural,Alvaradofort,Utah,USA,2024-09-11,2024-10-10,Mobile App,True
1201,whiteheadtara@example.org,Cheryl,Wright,31,Other,48032,Low Value,Single,Bachelor,Rural,Lake Allison,Connecticut,USA,2024-03-12,2024-04-11,Mobile App,True
1202,linda26@example.com,Sarah,Jones,26,M,35000,Low Value,Single,Master,Urban,Daviesville,North Dakota,USA,2023-10-24,2023-11-03,Mobile App,True
1203,michelle35@example.com,Jason,Huffman,56,Other,87196,High Value,Single,Master,Urban,South Karen,Montana,USA,2024-09-21,2024-09-22,Mobile App,True
1204,jennajackson@example.net,Joel,Warren,38,F,53695,Mid Value,Single,Some College,Rural,East Felicia,New Jersey,USA,2024-03-04,2024-03-21,Web,True
1205,amy83@example.net,Kathleen,Williams,39,F,82059,High Value,Single,Bachelor,Suburban,South Paulhaven,Wisconsin,USA,2023-04-27,2023-05-11,Email,True
1206,jenniferlin@example.org,Anna,Rangel,36,M,77774,Mid Value,Single,High School,Suburban,New Ashley,New Hampshire,USA,2023-10-15,2023-10-21,Web,True
1207,valencianathan@example.net,Vickie,Schmidt,35,Other,74666,Mid Value,Widowed,High School,Urban,Veronicaport,Virginia,USA,2025-01-26,2025-01-27,Email,True
1208,ian88@example.net,Jessica,Anderson,18,F,42006,Low Value,Divorced,Bachelor,Rural,South Meagan,Utah,USA,2024-05-19,2024-06-16,Email,True
1209,woodmelissa@example.net,Austin,Jimenez,35,F,60510,Mid Value,Married,High School,Urban,Kristenton,Indiana,USA,2023-05-01,2023-05-05,Mobile App,True
1210,richardswilliam@example.org,Christopher,Lowery,46,F,116210,High Value,Single,High School,Suburban,North Rachael,Idaho,USA,2023-12-02,2023-12-05,Web,True
1211,edavis@example.net,Marie,Johnson,48,F,103982,High Value,Divorced,Bachelor,Rural,Lake Lisa,Wisconsin,USA,2024-05-16,2024-05-23,Email,True
1212,natashamatthews@example.org,Laura,Morton,39,M,67634,Mid Value,Single,Bachelor,Urban,Wilsonfurt,New York,USA,2024-07-13,2024-07-28,Mobile App,True
1213,spencejames@example.net,Lawrence,Matthews,46,F,107034,High Value,Married,Bachelor,Urban,South Tylerfort,Alaska,USA,2024-02-14,2024-02-29,Web,True
1214,rachel94@example.net,James,Young,31,Other,40585,Low Value,Married,Bachelor,Suburban,Garzafort,Michigan,USA,2023-12-11,2023-12-28,Mobile App,True
1215,charlesarmstrong@example.org,Jennifer,Vaughan,25,Other,27346,Low Value,Married,Bachelor,Rural,Cervantesstad,South Carolina,USA,2023-02-25,2023-02-28,Web,True
1216,brandon13@example.net,Theresa,Carr,19,Other,28696,Low Value,Single,Bachelor,Suburban,Lake Eric,Kansas,USA,2024-12-24,2025-01-02,Email,True
1217,karenross@example.org,Janet,Burke,32,M,44193,Low Value,Single,Bachelor,Suburban,East Natasha,Wisconsin,USA,2023-09-28,2023-09-29,Web,False
1218,rsmith@example.net,Jason,Wilson,26,F,40896,Low Value,Married,Master,Suburban,Dicksonside,Tennessee,USA,2023-08-02,2023-08-02,Email,True
1219,annmooney@example.org,Joshua,Roberts,27,M,55144,Mid Value,Widowed,Bachelor,Urban,South Thomas,Indiana,USA,2023-08-01,2023-08-24,Web,True
1220,milescarolyn@example.com,Bobby,Archer,53,F,86117,High Value,Single,Bachelor,Urban,West Kaitlyntown,Washington,USA,2023-04-07,2023-05-05,Mobile App,True
1221,evaughan@example.net,Suzanne,Diaz,19,Other,34703,Low Value,Divorced,High School,Suburban,Vaughanfurt,Arkansas,USA,2023-05-04,2023-05-14,Web,True
1222,johnsondavid@example.net,Cameron,Jackson,42,F,81444,High Value,Single,Some College,Urban,South Jonathanchester,Washington,USA,2024-08-09,2024-08-26,Web,False
1223,derekgibson@example.net,Pamela,Silva,57,F,47466,Low Value,Married,High School,Suburban,Matthewland,Idaho,USA,2024-02-27,2024-03-18,Email,True
1224,paul33@example.net,Nicole,Brooks,48,M,94050,High Value,Divorced,Some College,Urban,Ryanchester,Kansas,USA,2024-03-18,2024-03-23,Web,True
1225,smoore@example.com,Elizabeth,Green,26,F,35548,Low Value,Widowed,Some College,Urban,Meyersport,Oregon,USA,2024-06-23,2024-06-26,Email,False
1226,gonzalezkevin@example.org,Christopher,Moore,31,F,47071,Low Value,Widowed,Some College,Urban,South Stevenshire,Indiana,USA,2023-07-17,2023-07-31,Web,True
1227,alyssa24@example.org,Michelle,Gonzales,22,M,23948,Low Value,Married,Some College,Urban,Coxborough,Tennessee,USA,2023-12-12,2023-12-16,Mobile App,True
1228,zwagner@example.com,Krystal,Davis,72,M,99825,High Value,Divorced,Bachelor,Suburban,Melissamouth,Ohio,USA,2024-02-08,2024-02-24,Web,True
1229,bkline@example.net,David,Tate,73,Other,85031,High Value,Married,Some College,Suburban,Catherineberg,North Dakota,USA,2025-01-16,2025-01-19,Web,True
1230,williamhenry@example.org,Michelle,King,19,M,33160,Low Value,Divorced,High School,Urban,East Donna,Vermont,USA,2023-04-29,2023-05-21,Web,True
1231,sanchezkatrina@example.com,Mark,Bradford,28,Other,55398,Mid Value,Married,Master,Rural,South Paultown,Colorado,USA,2023-03-18,2023-04-01,Mobile App,False
1232,sloansara@example.org,Kerry,Fowler,49,F,77305,Mid Value,Divorced,High School,Rural,Russellborough,Oregon,USA,2024-02-24,2024-03-04,Mobile App,True
1233,corey89@example.net,Amy,Moore,26,F,50896,Mid Value,Single,Bachelor,Suburban,Mahoneymouth,New Hampshire,USA,2023-07-16,2023-08-13,Web,True
1234,fryeamanda@example.com,Ryan,Brooks,59,M,75247,Mid Value,Widowed,Master,Urban,Leachchester,Kansas,USA,2024-04-17,2024-04-20,Email,True
1235,simmonskatherine@example.net,Samuel,Graham,60,M,76130,Mid Value,Single,High School,Urban,West Megan,Maine,USA,2023-08-15,2023-08-29,Web,True
1236,xanderson@example.org,Paul,Herrera,67,F,89994,High Value,Single,Some College,Urban,Christopherstad,Pennsylvania,USA,2024-03-08,2024-03-08,Email,False
1237,michael65@example.org,David,Davis,23,Other,37078,Low Value,Widowed,Some College,Urban,New Scottmouth,North Dakota,USA,2023-02-28,2023-03-17,Mobile App,True
1238,courtneybrandt@example.net,Cassandra,Johnson,22,Other,34304,Low Value,Married,High School,Urban,Port Alejandra,Oklahoma,USA,2023-10-05,2023-10-14,Mobile App,True
1239,joshuamacias@example.com,Morgan,Hall,43,F,65176,Mid Value,Widowed,Bachelor,Urban,Kimberlyborough,Virginia,USA,2023-11-21,2023-12-21,Email,True
1240,kimberlyweeks@example.net,Corey,Howell,32,Other,41499,Low Value,Widowed,Bachelor,Urban,West Benjaminborough,Vermont,USA,2023-03-05,2023-04-02,Email,True
1241,jason47@example.net,Catherine,Moss,31,F,46733,Low Value,Single,High School,Urban,Davidport,Nebraska,USA,2023-09-25,2023-10-02,Email,True
1242,kyle41@example.net,Lisa,Spencer,68,F,73783,Mid Value,Widowed,High School,Suburban,West Jasonport,South Dakota,USA,2023-09-01,2023-09-13,Web,True
1243,freed@example.net,Mark,Medina,25,M,25436,Low Value,Widowed,Some College,Urban,New Donaldfurt,Texas,USA,2023-08-28,2023-09-21,Mobile App,True
1244,stephanie52@example.net,Andrew,Martin,38,M,90000,High Value,Single,High School,Urban,East Kimberlychester,Michigan,USA,2023-10-22,2023-11-13,Mobile App,True
1245,gregoryschneider@example.net,Aaron,Gomez,34,Other,85163,High Value,Married,Master,Suburban,Fieldsstad,North Dakota,USA,2024-03-11,2024-03-31,Mobile App,True
1246,christopherjohnson@example.org,Ryan,Thomas,56,Other,99031,High Value,Widowed,Bachelor,Suburban,North Heathermouth,Delaware,USA,2024-05-10,2024-05-28,Mobile App,True
1247,schaney@example.com,Sandra,Foster,55,M,91080,High Value,Single,Bachelor,Urban,Ronaldchester,Alaska,USA,2024-06-23,2024-07-01,Web,True
1248,david63@example.org,Erik,Wagner,49,M,86816,High Value,Divorced,Bachelor,Suburban,Lake Barbaraside,North Carolina,USA,2023-09-04,2023-09-26,Email,True
1249,wcline@example.net,Megan,Klein,72,Other,59411,Mid Value,Widowed,High School,Suburban,Duarteport,Washington,USA,2023-04-07,2023-04-23,Web,True
1250,marvinkline@example.org,Michael,Walker,23,F,32984,Low Value,Divorced,Bachelor,Urban,Jamesberg,Minnesota,USA,2024-12-20,2024-12-21,Web,True
1251,ndaniels@example.net,Michelle,Edwards,21,F,34110,Low Value,Widowed,Some College,Urban,Port Raymond,South Carolina,USA,2024-06-14,2024-07-01,Web,True
1252,michellebishop@example.com,Andrew,Mann,31,F,39738,Low Value,Divorced,High School,Suburban,North Jeffreyview,Iowa,USA,2023-01-22,2023-01-23,Mobile App,True
1253,jeffreystevenson@example.net,Wanda,Bryant,35,F,73341,Mid Value,Widowed,Bachelor,Suburban,Mortonborough,Ohio,USA,2023-06-06,2023-06-22,Web,False
1254,lyonsjason@example.net,Judith,Lawson,62,Other,70365,Mid Value,Divorced,Some College,Urban,Bartonbury,Virginia,USA,2023-04-03,2023-04-30,Web,True
1255,peter41@example.com,Jason,Snow,53,M,61382,Mid Value,Single,High School,Suburban,Lake Lindamouth,Tennessee,USA,2024-09-18,2024-09-30,Web,True
1256,brandonrice@example.net,Richard,Adams,32,Other,42122,Low Value,Divorced,High School,Rural,West Jasonborough,Nevada,USA,2024-04-16,2024-05-05,Web,True
1257,craigcastro@example.net,Gregory,Jones,35,F,65863,Mid Value,Widowed,Some College,Rural,Pamelaview,Utah,USA,2024-02-04,2024-02-08,Mobile App,True
1258,courtneydrake@example.org,Jesus,Davis,47,M,118315,High Value,Widowed,Bachelor,Urban,North Amanda,Tennessee,USA,2024-03-15,2024-03-20,Email,True
1259,tara48@example.com,Aaron,Woodward,49,Other,98348,High Value,Widowed,High School,Urban,Alvarezside,Wisconsin,USA,2024-10-30,2024-11-05,Mobile App,True
1260,xhood@example.org,April,Horn,29,Other,39153,Low Value,Divorced,Some College,Suburban,Port Lisaport,New Jersey,USA,2023-04-14,2023-05-07,Mobile App,True
1261,kylie85@example.com,Hannah,Prince,35,M,74860,Mid Value,Divorced,High School,Suburban,Ericland,Ohio,USA,2023-09-25,2023-10-15,Email,True
1262,hoovercraig@example.org,John,Allen,22,Other,22829,Low Value,Married,High School,Urban,Gabrielton,California,USA,2023-12-04,2023-12-25,Web,True
